0,1,2
12.355783309777921,11.599575750035896,23.739006738522594
25.42279152567606,23.785980607073803,37.24363483344725
14.173280358727448,14.177975030774865,17.62921226567542
17.083785424785265,16.93514497154185,20.000824578506446
14.796288347577427,13.622922147864772,19.257865309896218
23.39201808481841,21.772436944434975,31.724825935094014
20.972982830706,19.40967221597861,26.54326019822771
12.149219252425835,10.384972696940546,14.577361995906811
19.570341607433207,17.523070000044584,24.63211350941809
32.67710835390941,27.084183705871062,43.9717048582263
