0,1,2
105.6286943231207,92.54465535327076,213.0114077832201
51.35493701102692,32.84923684940094,122.44127541724784
90.4939074472728,64.63476620578693,220.71964889286463
75.6518494916931,54.500977962290385,146.82190599804346
75.86437942310998,57.19303609427769,283.67941688939544
79.29778818644859,50.84837245331371,216.0566244892968
97.57738114970107,82.32641466315042,224.50136018669463
104.91895243184757,86.19749865475966,234.7001982477041
54.64652279231898,39.89687129973648,180.43560261629668
72.69093455350014,46.056343616357786,121.01716358459267
