0,1,2
34.05724770473743,25.603480068643737,86.37323036189686
47.17179521111031,35.760370735232264,122.69067613886767
28.946679402465058,20.919530620902236,79.7803164509493
21.440398549614134,18.93648803209563,87.54728913892401
34.951789263685555,25.201533274111373,112.09459664132044
28.88301006781075,21.483619007772603,77.13698461651717
38.380801571774704,32.72781970583721,108.78131290475795
38.52086967485415,31.225046171737105,106.11506996337066
46.38315270508658,39.50117713751946,185.82877732394726
41.41125763026627,32.96135109697448,141.96962980722955
