0,1,2
2.6998931673385154,2.4426277435699126,54.211074646230415
6.677960641021913,6.389388862968975,68.22551464512794
8.163576528274037,7.459671713619152,71.60410824714442
11.707881332476289,11.316513268715232,88.2873301736497
12.484664339695337,11.113701815710277,96.83196180458756
14.28333726950676,12.927841888843613,134.10532976726006
10.36625265366452,10.721442405100262,86.53328735920344
10.938984767796587,11.109787460999419,97.2402103429609
3.8353058502395876,3.9350012847944287,54.79593616702801
13.028874023311547,13.263645887497132,92.30004188894738
