0,1,2
10.97885396093454,9.99650471219265,18.368470581824113
10.867871013722578,10.521411990209142,13.981405124941833
17.58756979095839,16.917208253652596,21.677262833622734
12.6218537030726,11.98658592595723,16.694404734717995
19.404843579835152,18.78177811537651,26.810198690940755
7.785289148439491,6.876734826255109,10.679118741618968
13.514360179481942,12.88924684827663,17.616407763420273
20.21069438717947,18.935749150955605,25.606107445766927
17.21145775385595,16.82051093071137,58.376399478028155
17.568714759659233,16.929480258364727,23.072723552811052
