0,1,2
7.072002978145375,5.195846014714422,10.114613093933157
6.601927100824646,4.902670582364099,11.304576388212437
10.005889988774724,6.716573990163369,11.261234065049532
2.9377127028991654,2.519213676454066,12.90107046878572
6.5444249626044755,4.648661978550391,10.144096246399709
5.112030806781175,3.0981684655146355,6.948900872797943
6.8225122587987155,3.3944111356842717,7.741772025660164
16.75617816259817,9.343002443462792,28.52177590920782
6.056690667370712,4.054515322299697,11.979626544602421
7.999525902544034,5.114136269617742,12.844814640776246
